Project,Cabinets,Parts,File-1,File-2,Length,Width,Grain,Qty,Material,thickness,Edge_L-1,Edge_L2,Edge_w-1,Edge_w-2
O113_UE,Puja_B_Dr_Top[1],Door-std (double) [1]_227,00073597.cix,,666,594,1,1,walnut_sf_18,18,2_Colour,2_Colour,2_Colour,2_Colour
O113_UE,Puja_B_Dr_Top[1],Plinth 1 [1]27,00073598.cix,,1183,108,1,1,walnut_sf_18,18,,2_Colour,,
O113_UE,Shoe_rack,Top28,00073599.cix,,596,397.5,1,1,walnut_sf_18,18,2_Colour,5_Dado,2_Colour,2_Colour
O113_UE,Shoe_rack,Bottom28,00073600.cix,,565,381,0,1,ply18,17,5_Colour,5_Dado,,
O113_UE,Shoe_rack,Left Side28,00073601.cix,,1181.5,381,1,1,walnut_sf_18,18,5_Colour,5_Dado,,5_white
O113_UE,Shoe_rack,Right Side28,00073602.cix,,1181.5,381,0,1,ply18,17,5_Colour,5_Dado,,5_white
O113_UE,Shoe_rack,Back28,00073603.cix,,1075,585,0,1,ply_7,6,,,,
O113_UE,Shoe_rack,Mobile Shelve28,00073604.cix,,565,315.5,0,4,ply18,17,5_white,,,
O113_UE,Shoe_rack,Door-std (single) [1]28,00073605.cix,,1066,594,1,1,walnut_sf_18,18,2_Colour,2_Colour,2_Colour,2_Colour
O113_UE,Shoe_rack,Plinth 1 [1]28,00073606.cix,,583,110,1,1,walnut_sf_18,18,,,,
O113_UE,Vanity_Base,Top29,00073607.cix,,849,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
O113_UE,Vanity_Base,Bottom29,00073608.cix,,849,581,0,1,ply18,17,5_Colour,5_Dado,5_white,5_white
O113_UE,Vanity_Base,Vertical Division [1]29,00073609.cix,,544,74.5,0,1,L_F,19,5_white,,,
O113_UE,Vanity_Base,Vertical Division [2]29,00073610.cix,,544,74.5,0,1,L_F,19,5_white,,,
O113_UE,Vanity_Base,Door-std (single) [1]29,00073611.cix,,654,55.5,1,1,walnut_sf_18,18,2_Colour,,2_Colour,2_Colour
O113_UE,Vanity_Base,Door-std (single) [2]29,00073612.cix,,654,55.5,1,1,walnut_sf_18,18,,2_Colour,2_Colour,2_Colour
O113_UE,Vanity_Base,Door-std (double) [1]_129,00073613.cix,,654,359.5,1,1,walnut_sf_18,18,2_Colour,2_Colour,2_Colour,2_Colour
O113_UE,Vanity_Base,Door-std (double) [1]_229,00073614.cix,,654,359.5,1,1,walnut_sf_18,18,2_Colour,2_Colour,2_Colour,2_Colour
O113_UE,Vanity_Base,Upper Strip 1 [1]29,00073615.cix,,850,80,0,1,L_F,19,,,,
O113_UE,Vanity_mirror_75,Door-std (single) [1]_130,00073616.cix,,594,744,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
O113_UE,Vanity_mirror_75,Door-std (single) [1]_230,00073617.cix,,594,744,0,1,Ply_OSR,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,BR_Filler,Door-std (single) [1]_1,00073805.cix,,729,67,0,1,Green_18_Ply,18,,2_Colour,2_Colour,2_Colour
R141_UE,BR_Filler,Door-std (single) [1]_2,00073806.cix,,1984,67,0,1,Green_18_Ply,18,,2_Colour,2_Colour,2_Colour
R141_UE,BR_Loft-2,Top1,00073807.cix,,2112,74,0,1,L_F,19,5_Wenge,5_Dado,,
R141_UE,BR_Loft-2,Bottom1,00073808.cix,,2249,549,0,1,Green_18_Ply,18,5_Wenge,5_Dado,5_white,5_white
R141_UE,BR_Loft-2,Left Side1,00073809.cix,,716.5,74,0,1,L_F,19,5_Wenge,5_Dado,5_white,
R141_UE,BR_Loft-2,Right Side1,00073810.cix,,716.5,74,0,1,L_F,19,5_Wenge,5_Wenge,5_white,
R141_UE,BR_Loft-2,Vertical Division [1]1,00073811.cix,00073812.cix,698,74.5,0,1,L_F,19,5_Wenge,,,
R141_UE,BR_Loft-2,Door 1/bin/1.5-3 (single) [2]1,00073813.cix,,44.5,2144,0,1,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,BR_Loft-2,Door-std (double) [1 2]_11,00073814.cix,,679.5,531.8,0,2,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,BR_Loft-2,Door-std (double) [1 2]_21,00073815.cix,,679.5,531.8,0,2,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,BR_Loft_Filler,Door-std (single) [1]2,00073816.cix,,729,67,0,1,Green_18_Ply,18,,2_Colour,2_Colour,2_Colour
R141_UE,Cor_base(Left),Top3,00073817.cix,00073818.cix,1141,531,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Cor_base(Left),Bottom3,00073819.cix,00073820.cix,1141,531,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Cor_base(Left),Left Side3,00073821.cix,,615,531,0,1,ply18,17,5_Colour,5_Dado,5_white,5_white
R141_UE,Cor_base(Left),Right Side3,00073822.cix,,615,531,0,1,ply18,17,5_Colour,5_Dado,5_white,5_white
R141_UE,Cor_base(Left),Back3,00073823.cix,,602,1161,0,1,ply_7,6,,,,
R141_UE,Cor_base(Left),Fixed Shelve [1]3,00073824.cix,,1141,458.5,0,1,ply18,17,5_white,,,
R141_UE,Cor_base(Left),Vertical Division [1]3,00073825.cix,,582,56,0,1,ply18,17,5_white,5_white,,
R141_UE,Cor_base(Left),Double-Back 1 [1]3,00073826.cix,,582,573,0,1,ply18,17,,,,
R141_UE,Cor_base(Left),Door-std (single) [1]3,00073827.cix,,637,570.5,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Cor_base(Left),Door-std (single) [2]3,00073828.cix,,670,120.5,0,1,Electric_blue_18_HGL,18,2_Colour,,2_Colour,2_Colour
R141_UE,Cor_base(Left),Upper Strip 1 [1]3,00073829.cix,,1191,60,0,1,L_F,19,,,,
R141_UE,dress_wall,Top4,00073830.cix,,565,172.5,0,1,ply18,17,5_white,,,
R141_UE,dress_wall,Bottom4,00073831.cix,,565,172.5,0,1,ply18,17,5_white,,,
R141_UE,dress_wall,Left Side4,00073832.cix,,1399,194,0,1,ply18,17,5_white,5_Dado,5_white,5_white
R141_UE,dress_wall,Right Side4,00073833.cix,,1399,194,0,1,Green_18_Ply,18,5_white,5_Dado,5_white,5_white
R141_UE,dress_wall,Back4,00073834.cix,,1400,585,0,1,ply_7,7,,,,
R141_UE,dress_wall,Mobile Shelve4,00073835.cix,,565,162.5,0,4,ply18,17,5_white,,,
R141_UE,dress_wall,Door-std (single) [1]_14,00073836.cix,,1196,594,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,dress_wall,Door-std (single) [1]_24,00073837.cix,,1196,594,0,1,ply18,17,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,dress_wall,Door-std (single)4,00073838.cix,,93,594,0,2,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Dresser Base,Top5,00073839.cix,,597.5,397.5,0,1,Green_18_Ply,18,2_Colour,5_Dado,5_white,2_Colour
R141_UE,Dresser Base,Bottom5,00073840.cix,00073841.cix,565,381,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Dresser Base,Left Side5,00073842.cix,,481.5,381,0,1,ply18,17,5_Colour,5_Dado,,5_white
R141_UE,Dresser Base,Right Side5,00073843.cix,,481.5,381,0,1,Green_18_Ply,18,5_Colour,5_Dado,,5_white
R141_UE,Dresser Base,Back5,00073844.cix,,375,585,0,1,ply_7,6,,,,
R141_UE,Dresser Base,Drawer 4/550 [1]5,00073845.cix,,180,594,0,2,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Dresser Base,Side Drawer 4/550 [1]_15,00073846.cix,,329,125.5,0,2,ply18,17,5_white,,,
R141_UE,Dresser Base,Side Drawer 4/550 [1]_25,00073847.cix,,329,108.5,0,2,ply18,17,5_white,,,
R141_UE,Dresser Base,Bottom Drawer 4/550 [1]5,00073848.cix,,505.6,312,0,2,ply Backer,8,,,,
R141_UE,Dresser Base,Back Drawer 4/550 [1]_15,00073849.cix,,505.6,125.5,0,1,ply18,17,5_white,,,
R141_UE,Dresser Base,Back Drawer 4/550 [1]_25,00073850.cix,,505.6,108.5,0,1,ply18,17,5_white,,,
R141_UE,Dresser Base,Counter-Frontage Drawer 4/550 [1]_15,00073851.cix,,539.6,125.5,0,1,ply18,17,5_white,,,
R141_UE,Dresser Base,Counter-Frontage Drawer 4/550 [1]_25,00073852.cix,,539.6,108.5,0,1,ply18,17,5_white,,,
R141_UE,Dresser Base,Plinth 1 [1]5,00073853.cix,,583,110,0,1,Green_18_Ply,18,,,,
R141_UE,Kit_4Dr,Top6,00073854.cix,,1641.5,510.5,0,1,ply18,17,5_white,,5_white,
R141_UE,Kit_4Dr,Bottom6,00073855.cix,,1565,510.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_4Dr,Left Side6,00073856.cix,,674,591,0,1,Electric_blue_18_HGL,18,5_white,5_Dado,5_white,5_white
R141_UE,Kit_4Dr,Right Side6,00073857.cix,,597.5,531,0,1,ply18,17,5_white,5_Dado,,5_white
R141_UE,Kit_4Dr,Back6,00073858.cix,,615,1585,0,1,ply_7,6,,,,
R141_UE,Kit_4Dr,Mobile Shelve6,00073859.cix,,773,480.5,0,2,ply18,17,5_white,,,
R141_UE,Kit_4Dr,Vertical Division [1]6,00073860.cix,00073861.cix,581,510.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_4Dr,Door-std (double) [1]_16,00073862.cix,,636,394,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_4Dr,Door-std (double) [1]_26,00073863.cix,,636,394,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_4Dr,Door-std (double) [2]_16,00073864.cix,,636,394.5,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_4Dr,Door-std (double) [2]_26,00073865.cix,,636,394.5,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_4Dr,Upper Strip 1 [1]6,00073866.cix,,1642,60,0,1,L_F,19,,,,
R141_UE,Kit_base_filler,Filler7,00073867.cix,,669,66,0,3,Electric_blue_18_HGL,18,2_Colour,,2_Colour,2_Colour
R141_UE,Kit_Cyl_acc,Top8,00073868.cix,00073869.cix,1166,531,0,1,ply18,17,5_white,5_Dado,,
R141_UE,Kit_Cyl_acc,Bottom8,00073870.cix,00073871.cix,776,531,0,1,ply18,17,5_white,5_Dado,,
R141_UE,Kit_Cyl_acc,Left Side8,00073872.cix,,614,531,0,1,ply18,17,5_white,5_Dado,5_white,5_white
R141_UE,Kit_Cyl_acc,Right Side8,00073873.cix,,614,531,0,1,ply18,17,5_white,5_Dado,5_white,5_white
R141_UE,Kit_Cyl_acc,Back8,00073874.cix,,601,1186,0,1,ply_7,6,,,,
R141_UE,Kit_Cyl_acc,Mobile Shelve8,00073875.cix,,373,465.5,0,2,ply18,17,5_white,,,
R141_UE,Kit_Cyl_acc,Vertical Division [1]8,00073876.cix,00073877.cix,598,515.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Cyl_acc,Vertical Division [2]8,00073878.cix,00073879.cix,581,515.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Cyl_acc,Door-std (single) [1]8,00073880.cix,,636,392.5,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Cyl_acc,Draw_acc [1]_18,00073881.cix,,143,576,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Cyl_acc,Draw_acc [1]_28,00073882.cix,,132,576,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Cyl_acc,Draw_acc [1]_38,00073883.cix,,283,576,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Cyl_acc,Drawer_Acc [1]8,00073884.cix,,636,215,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Cyl_acc,Upper Strip 1 [1]8,00073885.cix,,1266,60,0,1,L_F,19,,,,
R141_UE,Kit_sink_base,Top9,00073886.cix,,662,74,0,1,L_F,19,5_Colour,5_Dado,,
R141_UE,Kit_sink_base,Bottom9,00073887.cix,,662,74,0,1,L_F,19,5_Colour,5_Dado,,
R141_UE,Kit_sink_base,Left Side9,00073888.cix,,614,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
R141_UE,Kit_sink_base,Right Side9,00073889.cix,,614,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
R141_UE,Kit_sink_base,Door-std (double) [1]_19,00073890.cix,,636,344,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_sink_base,Door-std (double) [1]_29,00073891.cix,,636,344,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,G_Profile,2_Colour
R141_UE,Kit_Wall,Top10,00073892.cix,00073893.cix,1764,278.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Bottom10,00073894.cix,00073895.cix,1764,278.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Left Side10,00073896.cix,,599,299,0,1,Electric_blue_18_HGL,18,5_white,5_Dado,5_white,5_white
R141_UE,Kit_Wall,Right Side10,00073897.cix,,599,299,0,1,Electric_blue_18_HGL,18,5_white,5_Dado,5_white,5_white
R141_UE,Kit_Wall,Back10,00073898.cix,,600,1784,0,1,ply_7,6,,,,
R141_UE,Kit_Wall,Fixed Shelve [1]10,00073899.cix,,773.6,278.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Mobile Shelve [3]10,00073900.cix,,477.2,248.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Vertical Division [1]10,00073901.cix,00073902.cix,566,278.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Vertical Division [2]10,00073903.cix,00073904.cix,566,278.5,0,1,ply18,17,5_white,,,
R141_UE,Kit_Wall,Door-std (single) [1]10,00073905.cix,,594,499.2,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Kit_Wall,Door-std (single) [2]10,00073906.cix,,594,499.2,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Kit_Wall,Door-std (single) [3]10,00073907.cix,,294.5,785.6,0,1,White_HG,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Kit_Wall,Door-std (single) [4]_110,00073908.cix,,168.5,659.6,0,1,Glass_frosted,4,,,,
R141_UE,Kit_Wall,Door-std (single) [4]_210,00073909.cix,,294.5,785.6,0,1,Electric_blue_18_HGL,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Living_Van_base,Top11,00073910.cix,,1009,74,0,1,L_F,19,5_Colour,5_Dado,5_white,5_white
R141_UE,Living_Van_base,Bottom11,00073911.cix,,1009,581,0,1,ply18,17,5_Colour,5_Dado,5_white,5_white
R141_UE,Living_Van_base,Vertical Division [1]11,00073912.cix,,554,74.5,0,1,L_F,19,5_white,,,
R141_UE,Living_Van_base,Vertical Division [2]11,00073913.cix,,554,74.5,0,1,L_F,19,5_white,,,
R141_UE,Living_Van_base,Door-std (single) [1]11,00073914.cix,,664,65.5,1,1,sapelli_18,18,2_Colour,,2_Colour,2_Colour
R141_UE,Living_Van_base,Door-std (single) [2]11,00073915.cix,,664,65.5,1,1,sapelli_18,18,,2_Colour,2_Colour,2_Colour
R141_UE,Living_Van_base,Door-std (double) [1]_111,00073916.cix,,664,429.5,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Living_Van_base,Door-std (double) [1]_211,00073917.cix,,664,429.5,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Living_Van_base,Upper Strip 1 [1]11,00073918.cix,,1010,80,0,1,L_F,19,,,,
R141_UE,Living_Van_mirro,Door-std (single) [1]_112,00073919.cix,,594,744,0,1,Miror,6,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Living_Van_mirro,Door-std (single) [1]_212,00073920.cix,,594,744,0,1,ply_12,12,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,MBR_Loft-1[1],Top13,00073921.cix,,1162,74,0,1,L_F,19,5_Wenge,5_Dado,,
R141_UE,MBR_Loft-1[1],Bottom13,00073922.cix,,1162,74,0,1,L_F,19,5_Wenge,5_Dado,,
R141_UE,MBR_Loft-1[1],Left Side13,00073923.cix,,734,74,0,1,L_F,19,5_Wenge,5_white,5_white,5_white
R141_UE,MBR_Loft-1[1],Right Side13,00073924.cix,,734,74,0,1,L_F,19,5_Wenge,5_Wenge,5_white,5_white
R141_UE,MBR_Loft-1[1],Door 1/bin/1.5-3 (single) [2]13,00073925.cix,,44.5,1195,0,1,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,MBR_Loft-1[1],Door-std (double) [1]_113,00073926.cix,,679.5,594,0,1,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,MBR_Loft-1[1],Door-std (double) [1]_213,00073927.cix,,679.5,594,0,1,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Pooja_wall,Top14,00073928.cix,,865,299,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Pooja_wall,Left Side14,00073929.cix,,1199,299,1,1,sapelli_18,18,5_Colour,5_Dado,5_white,5_white
R141_UE,Pooja_wall,Right Side14,00073930.cix,,1199,299,0,1,ply18,17,5_Colour,5_Dado,5_white,5_white
R141_UE,Pooja_wall,Back14,00073931.cix,,1203,885,0,1,ply_7,6,,,,
R141_UE,Pooja_wall,Fixed Shelve [1]14,00073932.cix,,865,283.5,0,1,ply18,17,5_white,,,
R141_UE,Pooja_wall,Door-std (double) [1]_114,00073933.cix,,985.5,444,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Pooja_wall,Door-std (double) [1]_214,00073934.cix,,985.5,444,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Pooja_wall,Dra_slide_40 [1]14,00073935.cix,,203,894,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Pooja_wall,Left Side Dra_slide_40 [1]14,00073936.cix,,247,148.5,0,1,ply18,17,5_white,,,
R141_UE,Pooja_wall,Right Side Dra_slide_40 [1]14,00073937.cix,,247,148.5,0,1,ply18,17,5_white,,,
R141_UE,Pooja_wall,Bottom Dra_slide_40 [1]14,00073938.cix,,821.6,246,0,1,ply_7,6,,,,
R141_UE,Pooja_wall,Back Dra_slide_40 [1]14,00073939.cix,,805.6,148.5,0,1,ply18,17,5_white,,,
R141_UE,Pooja_wall,Counter-Frontage Dra_slide_40 [1]14,00073940.cix,,839.6,148.5,0,1,ply18,17,5_white,,,
R141_UE,Shoe_rack,Top15,00073941.cix,,596,397.5,1,1,sapelli_18,18,2_Colour,5_Dado,2_Colour,2_Colour
R141_UE,Shoe_rack,Bottom15,00073942.cix,,565,381,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Shoe_rack,Left Side15,00073943.cix,,1181.5,381,0,1,ply18,17,5_Colour,5_Dado,,5_white
R141_UE,Shoe_rack,Right Side15,00073944.cix,,1181.5,381,1,1,sapelli_18,18,5_Colour,5_Dado,,5_white
R141_UE,Shoe_rack,Back15,00073945.cix,,1075,585,0,1,ply_7,6,,,,
R141_UE,Shoe_rack,Mobile Shelve15,00073946.cix,,565,315.5,0,4,ply18,17,5_white,,,
R141_UE,Shoe_rack,Door-std (single) [1]15,00073947.cix,,1066,594,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Shoe_rack,Plinth 1 [1]15,00073948.cix,,583,110,1,1,sapelli_18,18,,,,
R141_UE,TV_Openshelf,Top16,00073949.cix,,596,198,1,1,sapelli_18,18,2_Colour,,2_Colour,2_Colour
R141_UE,TV_Openshelf,Bottom16,00073950.cix,,596,198,1,1,sapelli_18,18,2_Colour,,2_Colour,2_Colour
R141_UE,TV_unit,Top17,00073951.cix,,1396,397.5,1,1,sapelli_18,18,2_Colour,5_Dado,2_Colour,2_Colour
R141_UE,TV_unit,Bottom17,00073952.cix,,1364,353.5,0,1,ply18,17,5_white,,,
R141_UE,TV_unit,Left Side17,00073953.cix,,381.5,374,1,1,sapelli_18,18,5_white,5_Dado,,5_white
R141_UE,TV_unit,Right Side17,00073954.cix,,381.5,374,1,1,sapelli_18,18,5_white,5_Dado,,5_white
R141_UE,TV_unit,Back17,00073955.cix,,282,1384,0,1,ply_7,6,,,,
R141_UE,TV_unit,Mobile Shelve [1]17,00073956.cix,,600.9,303.5,0,1,ply18,17,5_white,,,
R141_UE,TV_unit,Vertical Division [1]17,00073957.cix,,255,353.5,0,1,ply18,17,5_white,,,
R141_UE,TV_unit,Vertical Division [2]17,00073958.cix,00073959.cix,255,353.5,0,1,ply18,17,5_white,,,
R141_UE,TV_unit,Door-std (single) [1]17,00073960.cix,,266,385,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,TV_unit,Door-std (single) [2]17,00073961.cix,,266,385,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,TV_unit,Door-std (single) [3]_117,00073962.cix,,140,485.9,0,1,Glass_5,5,,,,
R141_UE,TV_unit,Door-std (single) [3]_217,00073963.cix,,266,611.9,1,1,sapelli_18,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,TV_unit,Plinth 1 [1]17,00073964.cix,,1364,110,1,1,sapelli_18,18,,,,
R141_UE,Wardrobe,Top18,00073965.cix,00073966.cix,1231.5,549,0,1,ply18,17,5_Colour,5_Dado,,5_white
R141_UE,Wardrobe,Bottom18,00073967.cix,00073968.cix,1165,528,0,1,ply18,17,5_Colour,5_Dado,,
R141_UE,Wardrobe,Left Side18,00073969.cix,00073970.cix,2082.5,549,0,1,ply18,17,5_Colour,5_Dado,,5_white
R141_UE,Wardrobe,Right Side18,00073971.cix,,2099,549,0,1,Green_18_Ply,18,5_Colour,5_Dado,5_white,5_white
R141_UE,Wardrobe,Back18,00073972.cix,,1983,1185,0,1,ply_7,6,,,,
R141_UE,Wardrobe,Mobile Shelve18,00073973.cix,,574,478.5,0,2,ply18,17,5_white,,,
R141_UE,Wardrobe,Shelve 5raw [1]18,00073974.cix,00073975.cix,1165,478.5,0,1,ply18,17,5_white,,,
R141_UE,Wardrobe,Upright 4raw [1]18,00073976.cix,00073977.cix,969.5,478.5,0,1,ply18,17,5_white,,,
R141_UE,Wardrobe,Upright 4raw [2]18,00073978.cix,00073979.cix,150,478.5,0,1,ply18,17,5_white,,,
R141_UE,Wardrobe,Upright 4raw [3]18,00073980.cix,,150,478.5,0,1,ply18,17,5_white,,,
R141_UE,Wardrobe,Upright 4raw [4]18,00073981.cix,00073982.cix,969.5,478.5,0,1,ply18,17,5_white,,,
R141_UE,Wardrobe,Door-std (double) [1]_118,00073983.cix,,1984,594,0,1,Green_18_Ply,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Wardrobe,Door-std (double) [1]_218,00073984.cix,,1984,594,0,1,Wh_SF,18,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Wardrobe,Dra_slide_4018,00073985.cix,,143,550,0,2,ply18,17,2_Colour,2_Colour,2_Colour,2_Colour
R141_UE,Wardrobe,Left Side Dra_slide_4018,00073986.cix,,422,89,0,2,ply18,17,5_white,,,
R141_UE,Wardrobe,Right Side Dra_slide_4018,00073987.cix,,422,89,0,2,ply18,17,5_white,,,
R141_UE,Wardrobe,Bottom Dra_slide_4018,00073988.cix,,513.6,421,0,2,ply_7,6,,,,
R141_UE,Wardrobe,Back Dra_slide_4018,00073989.cix,,497.6,89,0,2,ply18,17,5_white,,,
R141_UE,Wardrobe,Counter-Frontage Dra_slide_4018,00073990.cix,,531.6,89,0,2,ply18,17,5_white,,,
R141_UE,Wardrobe,Plinth 1 [1]18,00073991.cix,,1235,110,0,1,Green_18_Ply,18,,,,
